01270057,0127005782
01270057,0127005780
01270057,0127005781
01270057,0127005782
01270057,0127005780
01270057,0127005781
01270057,0127005782
01270057,0127005780
01270057,0127005781
01270057,0127005782
01270057,0127005780
01270057,0127005781
01270105,0127010583
01270105,0127010586
01270105,0127010585
01270105,0127010581
01270105,0127010587
01270105,0127010584
01270105,0127010580
01270105,0127010582
01270105,0127010583
01270105,0127010586
01270105,0127010585
01270105,0127010581
01270105,0127010587
01270105,0127010584
01270105,0127010580
01270105,0127010582
01270105,0127010583
01270105,0127010586
01270105,0127010585
01270105,0127010581
01270105,0127010587
01270105,0127010584
01270105,0127010580
01270105,0127010582
01270105,0127010583
01270105,0127010586
01270105,0127010585
01270105,0127010581
01270105,0127010587
01270105,0127010584
01270105,0127010580
01270105,0127010582
01270105,0127010583
01270105,0127010586
01270105,0127010585
01270105,0127010581
01270105,0127010587
01270105,0127010584
01270105,0127010580
01270105,0127010582
01270105,0127010583
01270105,0127010586
01270105,0127010585
01270105,0127010581
01270105,0127010587
01270105,0127010584
01270105,0127010580
01270105,0127010582
01270105,0127010583
01270105,0127010586
01270105,0127010585
01270105,0127010581
01270105,0127010587
01270105,0127010584
01270105,0127010580
01270105,0127010582
01270105,0127010583
01270105,0127010586
01270105,0127010585
01270105,0127010581
01270105,0127010587
01270105,0127010584
01270105,0127010580
01270105,0127010582
01270105,0127010583
01270105,0127010586
01270105,0127010585
01270105,0127010581
01270105,0127010587
01270105,0127010584
01270105,0127010580
01270105,0127010582
01270111,0127011181
01270111,0127011182
01270111,0127011180
01270111,0127011181
01270111,0127011182
01270111,0127011180
01270111,0127011181
01270111,0127011182
01270111,0127011180
01270111,0127011181
01270111,0127011182
01270111,0127011180
01270121,0127012180
01270121,0127012181
01270121,0127012182
01270121,0127012180
01270121,0127012181
01270121,0127012182
01270121,0127012180
01270121,0127012181
01270121,0127012182
01270121,0127012180
01270121,0127012181
01270121,0127012182
01270137,0127013781
01270137,0127013780
01270137,0127013781
01270137,0127013780
01270137,0127013781
01270137,0127013780
01270177,0127017780
01270177,0127017781
01270177,0127017780
01270177,0127017781
01270177,0127017780
01270177,0127017781
01270190,0127019080
01270190,0127019081
01270190,0127019083
01270190,0127019082
01270190,0127019080
01270190,0127019081
01270190,0127019083
01270190,0127019082
01270190,0127019080
01270190,0127019081
01270190,0127019083
01270190,0127019082
01270190,0127019080
01270190,0127019081
01270190,0127019083
01270190,0127019082
01270190,0127019080
01270190,0127019081
01270190,0127019083
01270190,0127019082
01270240,0127024081
01270240,0127024080
01270240,0127024081
01270240,0127024080
01270240,0127024081
01270240,0127024080
01270245,0127024581
01270245,0127024580
01270245,0127024581
01270245,0127024580
01270245,0127024581
01270245,0127024580
01270509,0127050982
01270509,0127050997
01270509,0127050987
01270509,0127050983
01270509,0127050985
01270509,0127050980
01270509,0127050998
01270509,0127050981
01270509,0127050982
01270509,0127050997
01270509,0127050987
01270509,0127050983
01270509,0127050985
01270509,0127050980
01270509,0127050998
01270509,0127050981
01270509,0127050982
01270509,0127050997
01270509,0127050987
01270509,0127050983
01270509,0127050985
01270509,0127050980
01270509,0127050998
01270509,0127050981
01270509,0127050982
01270509,0127050997
01270509,0127050987
01270509,0127050983
01270509,0127050985
01270509,0127050980
01270509,0127050998
01270509,0127050981
01270509,0127050982
01270509,0127050997
01270509,0127050987
01270509,0127050983
01270509,0127050985
01270509,0127050980
01270509,0127050998
01270509,0127050981
01270509,0127050982
01270509,0127050997
01270509,0127050987
01270509,0127050983
01270509,0127050985
01270509,0127050980
01270509,0127050998
01270509,0127050981
01270509,0127050982
01270509,0127050997
01270509,0127050987
01270509,0127050983
01270509,0127050985
01270509,0127050980
01270509,0127050998
01270509,0127050981
01270509,0127050982
01270509,0127050997
01270509,0127050987
01270509,0127050983
01270509,0127050985
01270509,0127050980
01270509,0127050998
01270509,0127050981
01270509,0127050982
01270509,0127050997
01270509,0127050987
01270509,0127050983
01270509,0127050985
01270509,0127050980
01270509,0127050998
01270509,0127050981
01270514,0127051494
01270514,0127051490
01270514,0127051485
01270514,0127051487
01270514,0127051495
01270514,0127051494
01270514,0127051490
01270514,0127051485
01270514,0127051487
01270514,0127051495
01270514,0127051494
01270514,0127051490
01270514,0127051485
01270514,0127051487
01270514,0127051495
01270514,0127051494
01270514,0127051490
01270514,0127051485
01270514,0127051487
01270514,0127051495
01270514,0127051494
01270514,0127051490
01270514,0127051485
01270514,0127051487
01270514,0127051495
01270514,0127051494
01270514,0127051490
01270514,0127051485
01270514,0127051487
01270514,0127051495
01270540,0127054087
01270540,0127054098
01270540,0127054090
01270540,0127054080
01270540,0127054097
01270540,0127054085
01270540,0127054081
01270540,0127054083
01270540,0127054082
01270540,0127054087
01270540,0127054098
01270540,0127054090
01270540,0127054080
01270540,0127054097
01270540,0127054085
01270540,0127054081
01270540,0127054083
01270540,0127054082
01270540,0127054087
01270540,0127054098
01270540,0127054090
01270540,0127054080
01270540,0127054097
01270540,0127054085
01270540,0127054081
01270540,0127054083
01270540,0127054082
01270540,0127054087
01270540,0127054098
01270540,0127054090
01270540,0127054080
01270540,0127054097
01270540,0127054085
01270540,0127054081
01270540,0127054083
01270540,0127054082
01270540,0127054087
01270540,0127054098
01270540,0127054090
01270540,0127054080
01270540,0127054097
01270540,0127054085
01270540,0127054081
01270540,0127054083
01270540,0127054082
01270540,0127054087
01270540,0127054098
01270540,0127054090
01270540,0127054080
01270540,0127054097
01270540,0127054085
01270540,0127054081
01270540,0127054083
01270540,0127054082
01270540,0127054087
01270540,0127054098
01270540,0127054090
01270540,0127054080
01270540,0127054097
01270540,0127054085
01270540,0127054081
01270540,0127054083
01270540,0127054082
01270540,0127054087
01270540,0127054098
01270540,0127054090
01270540,0127054080
01270540,0127054097
01270540,0127054085
01270540,0127054081
01270540,0127054083
01270540,0127054082
01270540,0127054087
01270540,0127054098
01270540,0127054090
01270540,0127054080
01270540,0127054097
01270540,0127054085
01270540,0127054081
01270540,0127054083
01270540,0127054082
01270540,0127054087
01270540,0127054098
01270540,0127054090
01270540,0127054080
01270540,0127054097
01270540,0127054085
01270540,0127054081
01270540,0127054083
01270540,0127054082
01270602,0127060282
01270602,0127060281
01270602,0127060280
01270602,0127060282
01270602,0127060281
01270602,0127060280
01270602,0127060282
